,doc_id,sent_id,triple,head_idx,verb_idx,tail_idx,head_str,head_lemma,head_type,tail_str,tail_lemma,tail_type,main_verb,lemma_verb,cluster_verb
3426,271.0,6.0,anti-cytokine meet saline,29.0,49.0,78.0,anti-cytokine,anti-cytokine,CHEMICAL,saline,saline,CHEMICAL,meets,meet,meet
3427,271.0,6.0,oral meet solid,37.0,49.0,52.0,oral,oral,DISEASE_OR_SYNDROME,solid,solid,DISEASE_OR_SYNDROME,meets,meet,meet
3428,271.0,6.0,oral meet bcg-denmark-covid,37.0,49.0,64.0,oral,oral,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,meets,meet,meet
3429,271.0,6.0,oral meet participant,37.0,49.0,68.0,oral,oral,DISEASE_OR_SYNDROME,participants,participant,GROUP,meets,meet,meet
3430,271.0,6.0,oral meet bcg,37.0,49.0,70.0,oral,oral,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,meets,meet,meet
3431,271.0,6.0,oral meet vaccine,37.0,49.0,71.0,oral,oral,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,meets,meet,meet
3432,271.0,6.0,oral meet bcg-denmark,37.0,49.0,72.0,oral,oral,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,meets,meet,meet
3433,271.0,6.0,oral meet vaccine,37.0,49.0,74.0,oral,oral,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,meets,meet,meet
3434,271.0,6.0,oral meet denmark,37.0,49.0,76.0,oral,oral,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,meets,meet,meet
3435,271.0,6.0,oral meet saline,37.0,49.0,78.0,oral,oral,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,meets,meet,meet
3436,271.0,6.0,steroid meet solid,39.0,49.0,52.0,steroids,steroid,CHEMICAL,solid,solid,DISEASE_OR_SYNDROME,meets,meet,meet
3437,271.0,6.0,steroid meet bcg-denmark-covid,39.0,49.0,64.0,steroids,steroid,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,meets,meet,meet
3438,271.0,6.0,steroid meet participant,39.0,49.0,68.0,steroids,steroid,CHEMICAL,participants,participant,GROUP,meets,meet,meet
3439,271.0,6.0,steroid meet bcg,39.0,49.0,70.0,steroids,steroid,CHEMICAL,bcg,bcg,GENE_OR_GENOME,meets,meet,meet
3440,271.0,6.0,steroid meet vaccine,39.0,49.0,71.0,steroids,steroid,CHEMICAL,vaccine,vaccine,CHEMICAL,meets,meet,meet
3441,271.0,6.0,steroid meet bcg-denmark,39.0,49.0,72.0,steroids,steroid,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,meets,meet,meet
3442,271.0,6.0,steroid meet vaccine,39.0,49.0,74.0,steroids,steroid,CHEMICAL,vaccines,vaccine,CHEMICAL,meets,meet,meet
3443,271.0,6.0,steroid meet denmark,39.0,49.0,76.0,steroids,steroid,CHEMICAL,denmark,denmark,CHEMICAL,meets,meet,meet
3444,271.0,6.0,steroid meet saline,39.0,49.0,78.0,steroids,steroid,CHEMICAL,saline,saline,CHEMICAL,meets,meet,meet
3445,271.0,6.0,prednisone meet solid,45.0,49.0,52.0,prednisone,prednisone,CHEMICAL,solid,solid,DISEASE_OR_SYNDROME,meets,meet,meet
3446,271.0,6.0,prednisone meet bcg-denmark-covid,45.0,49.0,64.0,prednisone,prednisone,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,meets,meet,meet
3447,271.0,6.0,prednisone meet participant,45.0,49.0,68.0,prednisone,prednisone,CHEMICAL,participants,participant,GROUP,meets,meet,meet
3448,271.0,6.0,prednisone meet bcg,45.0,49.0,70.0,prednisone,prednisone,CHEMICAL,bcg,bcg,GENE_OR_GENOME,meets,meet,meet
3449,271.0,6.0,prednisone meet vaccine,45.0,49.0,71.0,prednisone,prednisone,CHEMICAL,vaccine,vaccine,CHEMICAL,meets,meet,meet
3450,271.0,6.0,prednisone meet bcg-denmark,45.0,49.0,72.0,prednisone,prednisone,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,meets,meet,meet
3451,271.0,6.0,prednisone meet vaccine,45.0,49.0,74.0,prednisone,prednisone,CHEMICAL,vaccines,vaccine,CHEMICAL,meets,meet,meet
3452,271.0,6.0,prednisone meet denmark,45.0,49.0,76.0,prednisone,prednisone,CHEMICAL,denmark,denmark,CHEMICAL,meets,meet,meet
3453,271.0,6.0,prednisone meet saline,45.0,49.0,78.0,prednisone,prednisone,CHEMICAL,saline,saline,CHEMICAL,meets,meet,meet
3454,271.0,6.0,solid organ follow bcg-denmark-covid,12.0,53.0,64.0,solid organ,solid organ,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3455,271.0,6.0,solid organ follow participant,12.0,53.0,68.0,solid organ,solid organ,DISEASE_OR_SYNDROME,participants,participant,GROUP,following,follow,follow
3456,271.0,6.0,solid organ follow bcg,12.0,53.0,70.0,solid organ,solid organ,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3457,271.0,6.0,solid organ follow vaccine,12.0,53.0,71.0,solid organ,solid organ,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,following,follow,follow
3458,271.0,6.0,solid organ follow bcg-denmark,12.0,53.0,72.0,solid organ,solid organ,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3459,271.0,6.0,solid organ follow vaccine,12.0,53.0,74.0,solid organ,solid organ,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,following,follow,follow
3460,271.0,6.0,solid organ follow denmark,12.0,53.0,76.0,solid organ,solid organ,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,following,follow,follow
3461,271.0,6.0,solid organ follow saline,12.0,53.0,78.0,solid organ,solid organ,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,following,follow,follow
3462,271.0,6.0,human follow bcg-denmark-covid,6.0,53.0,64.0,human,human,ORGANISM,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3463,271.0,6.0,human follow participant,6.0,53.0,68.0,human,human,ORGANISM,participants,participant,GROUP,following,follow,follow
3464,271.0,6.0,human follow bcg,6.0,53.0,70.0,human,human,ORGANISM,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3465,271.0,6.0,human follow vaccine,6.0,53.0,71.0,human,human,ORGANISM,vaccine,vaccine,CHEMICAL,following,follow,follow
3466,271.0,6.0,human follow bcg-denmark,6.0,53.0,72.0,human,human,ORGANISM,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3467,271.0,6.0,human follow vaccine,6.0,53.0,74.0,human,human,ORGANISM,vaccines,vaccine,CHEMICAL,following,follow,follow
3468,271.0,6.0,human follow denmark,6.0,53.0,76.0,human,human,ORGANISM,denmark,denmark,CHEMICAL,following,follow,follow
3469,271.0,6.0,human follow saline,6.0,53.0,78.0,human,human,ORGANISM,saline,saline,CHEMICAL,following,follow,follow
3470,271.0,6.0,immunodeficiency follow bcg-denmark-covid,7.0,53.0,64.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3471,271.0,6.0,immunodeficiency follow participant,7.0,53.0,68.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,participants,participant,GROUP,following,follow,follow
3472,271.0,6.0,immunodeficiency follow bcg,7.0,53.0,70.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3473,271.0,6.0,immunodeficiency follow vaccine,7.0,53.0,71.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,following,follow,follow
3474,271.0,6.0,immunodeficiency follow bcg-denmark,7.0,53.0,72.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3475,271.0,6.0,immunodeficiency follow vaccine,7.0,53.0,74.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,following,follow,follow
3476,271.0,6.0,immunodeficiency follow denmark,7.0,53.0,76.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,following,follow,follow
3477,271.0,6.0,immunodeficiency follow saline,7.0,53.0,78.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,following,follow,follow
3478,271.0,6.0,hiv-1 follow bcg-denmark-covid,9.0,53.0,64.0,hiv-1,hiv-1,ORG,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3479,271.0,6.0,hiv-1 follow participant,9.0,53.0,68.0,hiv-1,hiv-1,ORG,participants,participant,GROUP,following,follow,follow
3480,271.0,6.0,hiv-1 follow bcg,9.0,53.0,70.0,hiv-1,hiv-1,ORG,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3481,271.0,6.0,hiv-1 follow vaccine,9.0,53.0,71.0,hiv-1,hiv-1,ORG,vaccine,vaccine,CHEMICAL,following,follow,follow
3482,271.0,6.0,hiv-1 follow bcg-denmark,9.0,53.0,72.0,hiv-1,hiv-1,ORG,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3483,271.0,6.0,hiv-1 follow vaccine,9.0,53.0,74.0,hiv-1,hiv-1,ORG,vaccines,vaccine,CHEMICAL,following,follow,follow
3484,271.0,6.0,hiv-1 follow denmark,9.0,53.0,76.0,hiv-1,hiv-1,ORG,denmark,denmark,CHEMICAL,following,follow,follow
3485,271.0,6.0,hiv-1 follow saline,9.0,53.0,78.0,hiv-1,hiv-1,ORG,saline,saline,CHEMICAL,following,follow,follow
3486,271.0,6.0,bone follow bcg-denmark-covid,17.0,53.0,64.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3487,271.0,6.0,bone follow participant,17.0,53.0,68.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,participants,participant,GROUP,following,follow,follow
3488,271.0,6.0,bone follow bcg,17.0,53.0,70.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3489,271.0,6.0,bone follow vaccine,17.0,53.0,71.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,vaccine,vaccine,CHEMICAL,following,follow,follow
3490,271.0,6.0,bone follow bcg-denmark,17.0,53.0,72.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3491,271.0,6.0,bone follow vaccine,17.0,53.0,74.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,vaccines,vaccine,CHEMICAL,following,follow,follow
3492,271.0,6.0,bone follow denmark,17.0,53.0,76.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,denmark,denmark,CHEMICAL,following,follow,follow
3493,271.0,6.0,bone follow saline,17.0,53.0,78.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,saline,saline,CHEMICAL,following,follow,follow
3494,271.0,6.0,marrow follow bcg-denmark-covid,18.0,53.0,64.0,marrow,marrow,CELL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3495,271.0,6.0,marrow follow participant,18.0,53.0,68.0,marrow,marrow,CELL,participants,participant,GROUP,following,follow,follow
3496,271.0,6.0,marrow follow bcg,18.0,53.0,70.0,marrow,marrow,CELL,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3497,271.0,6.0,marrow follow vaccine,18.0,53.0,71.0,marrow,marrow,CELL,vaccine,vaccine,CHEMICAL,following,follow,follow
3498,271.0,6.0,marrow follow bcg-denmark,18.0,53.0,72.0,marrow,marrow,CELL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3499,271.0,6.0,marrow follow vaccine,18.0,53.0,74.0,marrow,marrow,CELL,vaccines,vaccine,CHEMICAL,following,follow,follow
3500,271.0,6.0,marrow follow denmark,18.0,53.0,76.0,marrow,marrow,CELL,denmark,denmark,CHEMICAL,following,follow,follow
3501,271.0,6.0,marrow follow saline,18.0,53.0,78.0,marrow,marrow,CELL,saline,saline,CHEMICAL,following,follow,follow
3502,271.0,6.0,chemotherapy follow bcg-denmark-covid,21.0,53.0,64.0,chemotherapy,chemotherapy,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3503,271.0,6.0,chemotherapy follow participant,21.0,53.0,68.0,chemotherapy,chemotherapy,CHEMICAL,participants,participant,GROUP,following,follow,follow
3504,271.0,6.0,chemotherapy follow bcg,21.0,53.0,70.0,chemotherapy,chemotherapy,CHEMICAL,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3505,271.0,6.0,chemotherapy follow vaccine,21.0,53.0,71.0,chemotherapy,chemotherapy,CHEMICAL,vaccine,vaccine,CHEMICAL,following,follow,follow
3506,271.0,6.0,chemotherapy follow bcg-denmark,21.0,53.0,72.0,chemotherapy,chemotherapy,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3507,271.0,6.0,chemotherapy follow vaccine,21.0,53.0,74.0,chemotherapy,chemotherapy,CHEMICAL,vaccines,vaccine,CHEMICAL,following,follow,follow
3508,271.0,6.0,chemotherapy follow denmark,21.0,53.0,76.0,chemotherapy,chemotherapy,CHEMICAL,denmark,denmark,CHEMICAL,following,follow,follow
3509,271.0,6.0,chemotherapy follow saline,21.0,53.0,78.0,chemotherapy,chemotherapy,CHEMICAL,saline,saline,CHEMICAL,following,follow,follow
3510,271.0,6.0,immunodeficiency follow bcg-denmark-covid,25.0,53.0,64.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3511,271.0,6.0,immunodeficiency follow participant,25.0,53.0,68.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,participants,participant,GROUP,following,follow,follow
3512,271.0,6.0,immunodeficiency follow bcg,25.0,53.0,70.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3513,271.0,6.0,immunodeficiency follow vaccine,25.0,53.0,71.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,following,follow,follow
3514,271.0,6.0,immunodeficiency follow bcg-denmark,25.0,53.0,72.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3515,271.0,6.0,immunodeficiency follow vaccine,25.0,53.0,74.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,following,follow,follow
3516,271.0,6.0,immunodeficiency follow denmark,25.0,53.0,76.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,following,follow,follow
3517,271.0,6.0,immunodeficiency follow saline,25.0,53.0,78.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,following,follow,follow
3518,271.0,6.0,anti-cytokine follow bcg-denmark-covid,29.0,53.0,64.0,anti-cytokine,anti-cytokine,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3519,271.0,6.0,anti-cytokine follow participant,29.0,53.0,68.0,anti-cytokine,anti-cytokine,CHEMICAL,participants,participant,GROUP,following,follow,follow
3520,271.0,6.0,anti-cytokine follow bcg,29.0,53.0,70.0,anti-cytokine,anti-cytokine,CHEMICAL,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3521,271.0,6.0,anti-cytokine follow vaccine,29.0,53.0,71.0,anti-cytokine,anti-cytokine,CHEMICAL,vaccine,vaccine,CHEMICAL,following,follow,follow
3522,271.0,6.0,anti-cytokine follow bcg-denmark,29.0,53.0,72.0,anti-cytokine,anti-cytokine,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3523,271.0,6.0,anti-cytokine follow vaccine,29.0,53.0,74.0,anti-cytokine,anti-cytokine,CHEMICAL,vaccines,vaccine,CHEMICAL,following,follow,follow
3524,271.0,6.0,anti-cytokine follow denmark,29.0,53.0,76.0,anti-cytokine,anti-cytokine,CHEMICAL,denmark,denmark,CHEMICAL,following,follow,follow
3525,271.0,6.0,anti-cytokine follow saline,29.0,53.0,78.0,anti-cytokine,anti-cytokine,CHEMICAL,saline,saline,CHEMICAL,following,follow,follow
3526,271.0,6.0,oral follow bcg-denmark-covid,37.0,53.0,64.0,oral,oral,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3527,271.0,6.0,oral follow participant,37.0,53.0,68.0,oral,oral,DISEASE_OR_SYNDROME,participants,participant,GROUP,following,follow,follow
3528,271.0,6.0,oral follow bcg,37.0,53.0,70.0,oral,oral,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3529,271.0,6.0,oral follow vaccine,37.0,53.0,71.0,oral,oral,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,following,follow,follow
3530,271.0,6.0,oral follow bcg-denmark,37.0,53.0,72.0,oral,oral,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3531,271.0,6.0,oral follow vaccine,37.0,53.0,74.0,oral,oral,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,following,follow,follow
3532,271.0,6.0,oral follow denmark,37.0,53.0,76.0,oral,oral,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,following,follow,follow
3533,271.0,6.0,oral follow saline,37.0,53.0,78.0,oral,oral,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,following,follow,follow
3534,271.0,6.0,steroid follow bcg-denmark-covid,39.0,53.0,64.0,steroids,steroid,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3535,271.0,6.0,steroid follow participant,39.0,53.0,68.0,steroids,steroid,CHEMICAL,participants,participant,GROUP,following,follow,follow
3536,271.0,6.0,steroid follow bcg,39.0,53.0,70.0,steroids,steroid,CHEMICAL,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3537,271.0,6.0,steroid follow vaccine,39.0,53.0,71.0,steroids,steroid,CHEMICAL,vaccine,vaccine,CHEMICAL,following,follow,follow
3538,271.0,6.0,steroid follow bcg-denmark,39.0,53.0,72.0,steroids,steroid,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3539,271.0,6.0,steroid follow vaccine,39.0,53.0,74.0,steroids,steroid,CHEMICAL,vaccines,vaccine,CHEMICAL,following,follow,follow
3540,271.0,6.0,steroid follow denmark,39.0,53.0,76.0,steroids,steroid,CHEMICAL,denmark,denmark,CHEMICAL,following,follow,follow
3541,271.0,6.0,steroid follow saline,39.0,53.0,78.0,steroids,steroid,CHEMICAL,saline,saline,CHEMICAL,following,follow,follow
3542,271.0,6.0,prednisone follow bcg-denmark-covid,45.0,53.0,64.0,prednisone,prednisone,CHEMICAL,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3543,271.0,6.0,prednisone follow participant,45.0,53.0,68.0,prednisone,prednisone,CHEMICAL,participants,participant,GROUP,following,follow,follow
3544,271.0,6.0,prednisone follow bcg,45.0,53.0,70.0,prednisone,prednisone,CHEMICAL,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3545,271.0,6.0,prednisone follow vaccine,45.0,53.0,71.0,prednisone,prednisone,CHEMICAL,vaccine,vaccine,CHEMICAL,following,follow,follow
3546,271.0,6.0,prednisone follow bcg-denmark,45.0,53.0,72.0,prednisone,prednisone,CHEMICAL,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3547,271.0,6.0,prednisone follow vaccine,45.0,53.0,74.0,prednisone,prednisone,CHEMICAL,vaccines,vaccine,CHEMICAL,following,follow,follow
3548,271.0,6.0,prednisone follow denmark,45.0,53.0,76.0,prednisone,prednisone,CHEMICAL,denmark,denmark,CHEMICAL,following,follow,follow
3549,271.0,6.0,prednisone follow saline,45.0,53.0,78.0,prednisone,prednisone,CHEMICAL,saline,saline,CHEMICAL,following,follow,follow
3550,271.0,6.0,solid follow bcg-denmark-covid,52.0,53.0,64.0,solid,solid,DISEASE_OR_SYNDROME,bcg-denmark-covid,bcg-denmark-covid,GENE_OR_GENOME,following,follow,follow
3551,271.0,6.0,solid follow participant,52.0,53.0,68.0,solid,solid,DISEASE_OR_SYNDROME,participants,participant,GROUP,following,follow,follow
3552,271.0,6.0,solid follow bcg,52.0,53.0,70.0,solid,solid,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,following,follow,follow
3553,271.0,6.0,solid follow vaccine,52.0,53.0,71.0,solid,solid,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,following,follow,follow
3554,271.0,6.0,solid follow bcg-denmark,52.0,53.0,72.0,solid,solid,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,following,follow,follow
3555,271.0,6.0,solid follow vaccine,52.0,53.0,74.0,solid,solid,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,following,follow,follow
3556,271.0,6.0,solid follow denmark,52.0,53.0,76.0,solid,solid,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,following,follow,follow
3557,271.0,6.0,solid follow saline,52.0,53.0,78.0,solid,solid,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,following,follow,follow
3558,271.0,6.0,solid organ know participant,12.0,64.0,68.0,solid organ,solid organ,DISEASE_OR_SYNDROME,participants,participant,GROUP,known,know,know
3559,271.0,6.0,solid organ know bcg,12.0,64.0,70.0,solid organ,solid organ,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,known,know,know
3560,271.0,6.0,solid organ know vaccine,12.0,64.0,71.0,solid organ,solid organ,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,known,know,know
3561,271.0,6.0,solid organ know bcg-denmark,12.0,64.0,72.0,solid organ,solid organ,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,known,know,know
3562,271.0,6.0,solid organ know vaccine,12.0,64.0,74.0,solid organ,solid organ,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,known,know,know
3563,271.0,6.0,solid organ know denmark,12.0,64.0,76.0,solid organ,solid organ,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,known,know,know
3564,271.0,6.0,solid organ know saline,12.0,64.0,78.0,solid organ,solid organ,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,known,know,know
3565,271.0,6.0,human know participant,6.0,64.0,68.0,human,human,ORGANISM,participants,participant,GROUP,known,know,know
3566,271.0,6.0,human know bcg,6.0,64.0,70.0,human,human,ORGANISM,bcg,bcg,GENE_OR_GENOME,known,know,know
3567,271.0,6.0,human know vaccine,6.0,64.0,71.0,human,human,ORGANISM,vaccine,vaccine,CHEMICAL,known,know,know
3568,271.0,6.0,human know bcg-denmark,6.0,64.0,72.0,human,human,ORGANISM,bcg-denmark,bcg-denmark,GENE_OR_GENOME,known,know,know
3569,271.0,6.0,human know vaccine,6.0,64.0,74.0,human,human,ORGANISM,vaccines,vaccine,CHEMICAL,known,know,know
3570,271.0,6.0,human know denmark,6.0,64.0,76.0,human,human,ORGANISM,denmark,denmark,CHEMICAL,known,know,know
3571,271.0,6.0,human know saline,6.0,64.0,78.0,human,human,ORGANISM,saline,saline,CHEMICAL,known,know,know
3572,271.0,6.0,immunodeficiency know participant,7.0,64.0,68.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,participants,participant,GROUP,known,know,know
3573,271.0,6.0,immunodeficiency know bcg,7.0,64.0,70.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg,bcg,GENE_OR_GENOME,known,know,know
3574,271.0,6.0,immunodeficiency know vaccine,7.0,64.0,71.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccine,vaccine,CHEMICAL,known,know,know
3575,271.0,6.0,immunodeficiency know bcg-denmark,7.0,64.0,72.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,bcg-denmark,bcg-denmark,GENE_OR_GENOME,known,know,know
3576,271.0,6.0,immunodeficiency know vaccine,7.0,64.0,74.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,vaccines,vaccine,CHEMICAL,known,know,know
3577,271.0,6.0,immunodeficiency know denmark,7.0,64.0,76.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,denmark,denmark,CHEMICAL,known,know,know
3578,271.0,6.0,immunodeficiency know saline,7.0,64.0,78.0,immunodeficiency,immunodeficiency,DISEASE_OR_SYNDROME,saline,saline,CHEMICAL,known,know,know
3579,271.0,6.0,hiv-1 know participant,9.0,64.0,68.0,hiv-1,hiv-1,ORG,participants,participant,GROUP,known,know,know
3580,271.0,6.0,hiv-1 know bcg,9.0,64.0,70.0,hiv-1,hiv-1,ORG,bcg,bcg,GENE_OR_GENOME,known,know,know
3581,271.0,6.0,hiv-1 know vaccine,9.0,64.0,71.0,hiv-1,hiv-1,ORG,vaccine,vaccine,CHEMICAL,known,know,know
3582,271.0,6.0,hiv-1 know bcg-denmark,9.0,64.0,72.0,hiv-1,hiv-1,ORG,bcg-denmark,bcg-denmark,GENE_OR_GENOME,known,know,know
3583,271.0,6.0,hiv-1 know vaccine,9.0,64.0,74.0,hiv-1,hiv-1,ORG,vaccines,vaccine,CHEMICAL,known,know,know
3584,271.0,6.0,hiv-1 know denmark,9.0,64.0,76.0,hiv-1,hiv-1,ORG,denmark,denmark,CHEMICAL,known,know,know
3585,271.0,6.0,hiv-1 know saline,9.0,64.0,78.0,hiv-1,hiv-1,ORG,saline,saline,CHEMICAL,known,know,know
3586,271.0,6.0,bone know participant,17.0,64.0,68.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,participants,participant,GROUP,known,know,know
3587,271.0,6.0,bone know bcg,17.0,64.0,70.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,bcg,bcg,GENE_OR_GENOME,known,know,know
3588,271.0,6.0,bone know vaccine,17.0,64.0,71.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,vaccine,vaccine,CHEMICAL,known,know,know
3589,271.0,6.0,bone know bcg-denmark,17.0,64.0,72.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,bcg-denmark,bcg-denmark,GENE_OR_GENOME,known,know,know
3590,271.0,6.0,bone know vaccine,17.0,64.0,74.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,vaccines,vaccine,CHEMICAL,known,know,know
3591,271.0,6.0,bone know denmark,17.0,64.0,76.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,denmark,denmark,CHEMICAL,known,know,know
3592,271.0,6.0,bone know saline,17.0,64.0,78.0,bone,bone,BODY_PART_ORGAN_OR_ORGAN_COMPONENT,saline,saline,CHEMICAL,known,know,know
